id,year,question_text,option_A,option_B,option_C,option_D,correct_answer,explanation,tags
75,2020,Milwaukee brace is used for:,Club foot,Spondylolisthesis,Scoliosis,Knock knee,C,The Milwaukee brace (a cervico-thoraco-lumbo-sacral orthosis) is a classic brace used to treat scoliosis and Kyphosis. It is designed to stabilize the spine and prevent the progression of the curvature during growth.,Orthopedics|Pediatrics|haryanamo
76,2020,March fracture is:,Fracture of 2nd metatarsal,Fracture of 4th metatarsal,Fracture of cuboid bone,Fracture of navicular bone,A,"A 'March fracture' is a stress fracture of the metatarsal bones, most commonly the 2nd metatarsal. It is named because it was frequently seen in military recruits after long-distance marching.",Orthopedics|Anatomy|haryanamo
77,2020,Multiple cannon ball lesions in chest X-ray is suggestive of:,Metastases,Tuberculosis,Actinomycosis,Pneumoconiosis,A,"'Cannon ball' lesions are large, well-circumscribed, round opacities scattered throughout the lungs on a chest X-ray. They are a classic sign of hematogenous pulmonary metastases, most commonly originating from renal cell carcinoma, choriocarcinoma, or prostate cancer.",Radiology|Oncology|Medicine|haryanamo
78,2020,"In which of the following conditions, is typical soap bubble appearance seen on X-ray?",Osteoblastoma,Osteosarcoma,Osteoclastoma,All of the above,C,"Osteoclastoma, or Giant Cell Tumor (GCT) of the bone, characteristically presents on X-ray as an eccentric, lytic lesion with a 'soap bubble' appearance caused by thin bony septa within the tumor.",Orthopedics|Radiology|Surgery|haryanamo
79,2020,Which of the following is the most common tumour of posterior cranial fossa in children?,Epidermoid carcinoma,Haemangioblastoma,Medulloblastoma,Craniopharyngioma,C,"Medulloblastoma is the most common malignant brain tumor in children, typically arising in the cerebellum (posterior fossa). It is a highly aggressive primitive neuroectodermal tumor (PNET).",Pediatrics|Neurosurgery|Oncology|haryanamo
80,2020,"For X-ray of maxillary sinus, which of the following is the best view?",Caldwell's view,Waters' view,Towne's view,Rhese view,B,"Waters' view (occipitomental view) is the gold standard for visualizing the maxillary sinuses. By tilting the chin up, the dense petrous pyramids of the temporal bone are shifted below the maxillary sinuses, providing a clear view of any fluid levels or masses.",ENT|Radiology|haryanamo
81,2020,The following is the investigation of choice for Bronchiectasis:,Bronchography,HRCT,Chest radiograph,MRI,B,"High-Resolution Computed Tomography (HRCT) is the investigation of choice and the 'gold standard' for diagnosing bronchiectasis. It can clearly show dilated airways, thickened bronchial walls, and the 'signet ring' sign.",Medicine|Pulmonology|Radiology|haryanamo
82,2020,'Kerleys-B lines' on PA view of the chest is seen at which of the following zones of the lungs?,Upper zone,Near the hilum,At base near costophrenic angle,Near the cardiophrenic angle,C,"Kerley B lines are short, horizontal, parallel lines at the periphery of the lungs. They represent thickened interlobular septa and are most commonly found in the lung bases, near the costophrenic angles, indicating pulmonary edema or lymphatic obstruction.",Radiology|Cardiology|Medicine|haryanamo
83,2020,In which of the following conditions is typical 'target lesions' seen?,Erythema multiforme,Fixed drug reaction,Acute generalized exanthematous pustulosis,Angioedema,A,"'Target' or 'Iris' lesions are the pathognomonic skin finding of Erythema Multiforme (EM). These lesions consist of three concentric zones: a dusky/blistered center, a pale inflammatory ring, and an outer erythematous rim, resembling a bullseye.",Dermatology|Medicine|haryanamo
84,2020,A patient with borderline tuberculoid leprosy develops sudden onset foot drop on the left side. Which of the following nerve involvement is likely to have caused this deformity?,Lateral popliteal nerve,Sural nerve,Posterior tibial nerve,Medial popliteal nerve,A,"Foot drop is caused by paralysis of the dorsiflexor muscles of the foot, which are supplied by the Deep Peroneal Nerve, a branch of the Common Peroneal Nerve (also known as the Lateral Popliteal Nerve). In Leprosy, this nerve is commonly thickened and damaged where it winds around the neck of the fibula.",Neurology|Dermatology|Medicine|haryanamo
85,2020,"The vaginal epithelial cells that are covered with Gardnerella vaginalis, are known by the name of:",Sezary cells,Clue cells,Tadpole cells,Paget cells,B,'Clue cells' are vaginal epithelial cells that have a 'stippled' or 'shaggy' appearance because they are coated with coccobacilli (Gardnerella vaginalis). They are the most reliable diagnostic sign of Bacterial Vaginosis and are an essential component of the Amsel criteria.,Gynaecology|Microbiology|Pathology|haryanamo
86,2020,Which of the following structures in females is resistant to gonococcal infection?,Urethra,Vagina,Cervix,Fallopian tube,B,"In adult females, the vagina is lined by stratified squamous epithelium which is resistant to Neisseria gonorrhoeae. However, the cervix (columnar epithelium), urethra, and fallopian tubes are highly susceptible to gonococcal infection.",Gynaecology|Microbiology|haryanamo
87,2020,Ideal water seal for intercostal drainage should be:,1 cm,1 inch,2 inch,3 inch,B,"In an Intercostal Drainage (ICD) system, the underwater seal tube should be submerged approximately 2 to 3 cm (about 1 inch) below the water level. This depth provides enough resistance to prevent atmospheric air from entering the pleural cavity while still allowing air and fluid from the chest to escape easily.",Surgery|Pulmonology|haryanamo
88,2020,Ventilatory mode not used in sleep apnoea-hypopnoea syndrome is:,Nasal CPAP,High frequency jet ventilation,Bilevel PAP,All of above,B,"High-frequency jet ventilation (HFJV) is a specialized type of mechanical ventilation used in ICUs or during surgeries; it is never used for treating Sleep Apnea. Sleep Apnea requires pressure to keep the airway open, which is provided by CPAP or BiPAP.",Medicine|Pulmonology|haryanamo
89,2020,In which the following conditions is haemoptysis not seen?,Chronic bronchitis,Emphysema,Aspergilloma,Bronchiectasis,B,"Emphysema is characterized by the destruction of alveolar walls and permanent enlargement of air spaces. While it causes severe breathlessness, it is a 'dry' disease and does not typically cause hemoptysis (coughing up blood) unless complicated by infection or malignancy.",Medicine|Pulmonology|haryanamo
90,2020,"Chronic Obstructive Pulmonary Disease (COPD) includes all, EXCEPT:",Emphysema,Chronic bronchitis,Bronchial asthma,Peripheral airways disease,C,"Bronchial Asthma is generally considered a separate clinical entity from COPD. The key difference is that asthma involves reversible airway obstruction, whereas COPD involves irreversible or partially reversible airflow limitation.",Medicine|Pulmonology|haryanamo
91,2020,"Airborne precautions are followed for all of the following, EXCEPT:",Pulmonary tuberculosis,Measles,Chicken pox,MRSA,D,"MRSA (Methicillin-resistant Staphylococcus aureus) is transmitted via direct or indirect contact. It requires 'Contact Precautions' (gloves and gown), not 'Airborne Precautions' (N95 masks and negative pressure rooms). Pulmonary TB, Measles, and Chicken pox require airborne precautions.",PSM|Microbiology|Medicine|haryanamo
92,2020,Transmission risk for needle stick injury is highest for:,HIV,Hepatitis B,Hepatitis C,HHV-1,B,"The transmission risk following a needle stick injury is highest for Hepatitis B (approximately 30%), followed by Hepatitis C (3%), and then HIV (0.3%). This is due to the higher viral load and infectivity of Hepatitis B virus in blood.",PSM|Medicine|haryanamo
93,2020,The most sensitive indicator for fecal contamination is:,Pseudomonas aeruginosa,Thermotolerant E. coli,Bacteriophages,Corynebacterium species,B,"Thermotolerant E. coli (also known as fecal coliforms) are the most sensitive and specific indicators of recent fecal contamination in water. They are exclusively of intestinal origin and do not multiply in water, making them reliable indicators.",PSM|Microbiology|haryanamo
94,2020,"For which of the following organism, does the vaccine strain needs to be changed annually to adjust with seasonal variation?",Japanese encephalitis,Influenza,Rotavirus,Rubella,B,Influenza vaccine strains need to be updated annually because the influenza virus undergoes frequent antigenic drift and shift. The World Health Organization (WHO) recommends specific strains for inclusion in the seasonal influenza vaccine each year based on global surveillance.,PSM|Microbiology|Medicine|haryanamo
95,2020,"The 'World Hand Hygiene Day' is celebrated every year, on:",5th April,5th November,5th May,5th December,C,World Hand Hygiene Day is celebrated on 5th May every year. This global initiative by the World Health Organization (WHO) aims to promote hand hygiene in healthcare settings to prevent healthcare-associated infections.,PSM|Medicine|haryanamo
96,2020,'Ayushman Bharat Pradhan Mantri Jan Aarogya Yojna' was launched in the following year:,2017,2018,2019,2020,B,"Ayushman Bharat Pradhan Mantri Jan Arogya Yojana (AB-PMJAY) was launched on 23rd September 2018. It is the world's largest government-funded health insurance scheme, aiming to provide health coverage of ₹5 lakh per family per year for secondary and tertiary care hospitalization.",PSM|Medicine|haryanamo
97,2020,Who among the following is credited as 'Father of antiseptic surgery'?,Robert Koch,Ignaz Semmelweiss,Joseph Lister,Louis Pasteur,C,"Joseph Lister is credited as the 'Father of antiseptic surgery'. In 1867, he introduced carbolic acid (phenol) as an antiseptic to sterilize surgical instruments and clean wounds, dramatically reducing postoperative infections and mortality rates.",PSM|Surgery|haryanamo
98,2020,"As per the Bio-Medical Waste Management Rules, 2016, the color coding for disposal of the contaminated recyclable waste is:",White,Red,Yellow,Blue,B,"According to Bio-Medical Waste Management Rules, 2016: Red containers are for contaminated recyclable waste (plastic, rubber, etc.); Yellow for anatomical and non-anatomical waste; White for sharps waste; and Blue for glassware and metallic implants.",PSM|Medicine|haryanamo
99,2020,The International Committee on Taxonomy of viruses has officially decided to designate the causative organism for COVID-19 as:,MERS-CoV-1,SARS-CoV-1,SARS-CoV-2,MERS-CoV-2,C,The International Committee on Taxonomy of Viruses (ICTV) designated the novel coronavirus causing COVID-19 as SARS-CoV-2 (Severe Acute Respiratory Syndrome Coronavirus 2). The disease caused by this virus is named COVID-19 (Coronavirus Disease 2019).,PSM|Microbiology|Medicine|haryanamo
100,2020,Which of the following is not a drug of choice for ascariasis:,Albendazole,Metronidazole,Levamisole,Pyrantel,B,"Metronidazole is used for amoebiasis, giardiasis, and anaerobic bacterial infections, but not for ascariasis. The drugs of choice for ascariasis (roundworm infection) include Albendazole, Mebendazole, Pyrantel pamoate, and Levamisole.",Pharmacology|Medicine|haryanamo
1,2024,The artery of Epistaxis is:,Greater palatine artery,Sphenopalatine artery,Anterior Ethmoidal artery,Superior labial artery,B,"### 1. DIRECT ANSWER & CORE EXPLANATION 
Option B is correct. The Sphenopalatine artery is known as the 'Artery of Epistaxis'[cite: 3, 9, 646]. It is a terminal branch of the maxillary artery and provides the primary blood supply to the nasal mucosa, particularly in the posterior region [cite: 3, 9].

### 2. BREAKDOWN OF OPTIONS 
- ✅ **B (Sphenopalatine artery):** The main source of arterial blood to the nasal cavity; its rupture is the most common cause of posterior epistaxis [cite: 3, 9].
- ❌ **A, C, D:** These arteries (Greater palatine, Anterior Ethmoidal, and Superior labial) contribute to **Kiesselbach's plexus** in Little's area, which is the most common site for *anterior* epistaxis, but they are not individually titled the 'Artery of Epistaxis'[cite: 3, 10].

### 3. MEMORY AID (MNEMONIC) 
**'SP-istaxis'** — **SP**henopalatine is the **SP**ecific artery for **Epi-staxis**. 

### 4. FUTURE QUESTIONS & CONNECTIONS 
- **Potential Question:** 'Which area is the most common site for anterior epistaxis?' (Little's Area / Kiesselbach's Plexus).
- **Potential Question:** 'Which four arteries form Kiesselbach's Plexus?' (Anterior Ethmoidal, Sphenopalatine, Greater Palatine, and Superior Labial arteries).
- **Key Connection:** Essential for **ENT** and **Emergency Medicine** in managing nasal bleeding.",ENT|Anatomy|haryanamo
